,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,engine_capacity(cc),Power_bhp,Seats,Price,Brand_name,Model_name
258,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993,258.0,5.0,45.77,BMW,X3
259,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197,78.9,5.0,3.25,Hyundai,i10
260,Pune,2016,47000,Diesel,Manual,First,12.8,2494,102.0,7.0,12.8,Toyota,Innova
261,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993,60.0,5.0,0.55,Maruti,Zen
262,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248,74.0,5.0,7.15,Maruti,Swift
263,Pune,2013,105000,Diesel,Manual,Second,12.05,2179,120.0,8.0,7.0,Mahindra,Scorpio
264,Pune,2017,121900,Diesel,Manual,First,22.95,1248,74.0,5.0,3.75,Tata,Zest
265,Mumbai,2017,22695,Petrol,Manual,First,18.88,999,123.24,5.0,8.5,Ford,EcoSport
266,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248,74.0,5.0,4.35,Maruti,Swift
267,Kochi,2016,32227,Petrol,Manual,First,22.74,796,47.3,5.0,3.26,Maruti,Alto
268,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497,118.0,5.0,4.21,Honda,City
269,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967,241.4,7.0,70.36,Audi,Q7
270,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896,105.0,5.0,2.95,Skoda,Laura
271,Kochi,2012,54308,Petrol,Manual,First,17.1,1591,121.3,5.0,4.28,Hyundai,Verna
272,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497,118.0,5.0,3.57,Honda,City
273,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396,88.8,5.0,3.11,Hyundai,i20
274,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396,98.6,5.0,5.96,Hyundai,i20
275,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598,103.6,5.0,4.7,Volkswagen,Vento
276,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497,117.3,5.0,6.9,Honda,City
277,Pune,2018,45000,Diesel,Manual,First,22.95,1248,74.0,5.0,5.25,Tata,Zest
278,Pune,2015,64000,Diesel,Automatic,First,18.48,1995,177.0,5.0,28.0,BMW,5
279,Delhi,2009,60000,Petrol,Manual,First,18.9,1061,67.0,5.0,1.35,Maruti,Wagon
280,Delhi,2015,62178,Petrol,Manual,First,18.2,1199,88.7,5.0,4.85,Honda,Jazz
281,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896,105.0,5.0,6.7,Volkswagen,Jetta
282,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.1,Hyundai,i10
283,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143,170.0,5.0,18.64,Mercedes-Benz,New
284,Pune,2012,45275,Petrol,Manual,First,20.36,1197,78.9,5.0,2.8,Hyundai,i10
285,Chennai,2016,48000,Diesel,Manual,First,13.68,2393,147.8,7.0,20.25,Toyota,Innova
286,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968,174.33,5.0,26.78,Audi,A6
287,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494,100.6,7.0,8.26,Toyota,Innova
288,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198,73.9,5.0,3.89,Volkswagen,Polo
289,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998,67.1,5.0,2.1,Maruti,Alto
290,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497,117.3,5.0,12.69,Honda,City
291,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405,70.0,5.0,2.58,Tata,Indigo
292,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968,174.33,5.0,20.77,Audi,A6
293,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143,136.0,5.0,20.26,Mercedes-Benz,GLA
294,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998,67.04,5.0,4.25,Maruti,Celerio
295,Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143,201.15,5.0,57.0,Mercedes-Benz,GLE
296,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179,187.7,5.0,44.0,Land,Rover
297,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598,103.6,5.0,3.65,Volkswagen,Vento
298,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796,35.0,5.0,2.05,Maruti,Omni
299,Kochi,2012,91931,Petrol,Manual,First,18.5,1198,86.8,5.0,3.13,Honda,Brio
300,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956,83.1,7.0,1.5,Tata,Sumo
301,Pune,2012,91183,Diesel,Manual,First,18.0,1248,75.0,5.0,2.85,Tata,Indica
302,Delhi,2012,65000,Petrol,Manual,First,18.9,998,67.1,5.0,2.65,Maruti,Wagon
303,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179,140.0,7.0,10.6,Mahindra,XUV500
304,Pune,2008,138000,Diesel,Manual,Second,17.1,1396,70.0,5.0,1.25,Tata,Indigo
305,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373,93.7,7.0,8.25,Maruti,Ertiga
306,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354,177.6,5.0,4.45,Honda,Accord
307,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248,73.9,5.0,3.7,Maruti,Swift
308,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399,68.0,5.0,2.8,Ford,Fiesta
309,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497,78.0,5.0,1.8,Honda,City
310,Kochi,2014,51495,Diesel,Automatic,First,17.68,1968,174.33,5.0,21.95,Audi,A6
311,Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993,313.0,4.0,49.0,BMW,6
312,Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967,245.0,7.0,62.67,Audi,Q7
313,Pune,2008,42496,CNG,Manual,First,35.505,998,67.1,5.0,1.4,Maruti,Zen
314,Pune,2012,83000,Diesel,Manual,First,23.0,1396,90.0,5.0,5.5,Hyundai,i20
315,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197,78.9,5.0,2.95,Hyundai,i10
316,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199,88.7,5.0,6.86,Honda,Jazz
317,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248,74.0,5.0,6.15,Maruti,Swift
318,Pune,2011,79152,Petrol,Manual,Second,18.5,1197,82.85,5.0,3.3,Hyundai,i20
319,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198,73.9,5.0,2.55,Volkswagen,Polo
320,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796,46.3,5.0,1.5,Maruti,Alto
321,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794,125.0,5.0,2.5,Toyota,Corolla
322,Chennai,2006,56000,Petrol,Manual,Second,19.7,796,46.3,5.0,1.4,Maruti,Alto
323,Pune,2012,73000,Diesel,Manual,First,21.12,1248,88.8,5.0,3.4,Tata,Manza
324,Pune,2012,38000,Petrol,Manual,First,19.7,796,46.3,5.0,2.25,Maruti,Alto
325,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968,141.0,5.0,7.5,Skoda,Octavia
326,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794,125.0,5.0,2.8,Toyota,Corolla
327,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197,81.83,5.0,7.66,Hyundai,i20
328,Chennai,2016,45000,Diesel,Manual,First,24.3,1248,88.5,5.0,7.15,Maruti,Vitara
329,Delhi,2010,87430,Petrol,Manual,First,17.0,1497,118.0,5.0,3.5,Honda,City
330,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248,75.0,5.0,3.5,Tata,Indica
331,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498,98.6,5.0,3.45,Honda,Amaze
332,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814,55.2,5.0,3.55,Hyundai,EON
333,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995,190.0,5.0,25.99,BMW,3
334,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582,126.32,5.0,5.25,Hyundai,Verna
335,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248,88.8,5.0,2.9,Tata,Manza
336,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984,227.0,5.0,2.05,Skoda,Octavia
337,Pune,2017,30000,Petrol,Manual,First,24.07,998,67.1,5.0,3.75,Maruti,Alto
338,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498,89.84,5.0,6.75,Ford,Ecosport
339,Kolkata,2011,21000,Petrol,Manual,Second,18.0,995,62.0,5.0,0.95,Chevrolet,Spark
340,Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999,177.0,5.0,52.0,Jaguar,XF
341,Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997,141.1,5.0,3.91,Honda,CR-V
342,Kochi,2019,13747,Petrol,Automatic,First,14.67,1798,177.46,5.0,27.3,Skoda,Superb
343,Chennai,2009,620000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.7,Hyundai,i10
344,Delhi,2013,70000,Diesel,Manual,First,22.9,1248,74.0,5.0,3.5,Maruti,Swift
345,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197,83.14,5.0,6.2,Maruti,Swift
346,Chennai,2011,83000,Diesel,Manual,First,23.08,1461,63.1,5.0,2.75,Nissan,Micra
347,Mumbai,2015,130000,Diesel,Manual,First,23.4,1248,74.0,5.0,3.25,Maruti,Swift
348,Pune,2012,63400,Diesel,Manual,First,17.8,1399,67.0,5.0,3.25,Ford,Fiesta
349,Kolkata,2003,65000,Petrol,Manual,First,17.3,993,60.0,5.0,0.65,Maruti,Zen
350,Pune,2017,8350,Petrol,Manual,First,13.8,1998,192.0,5.0,35.0,Mini,Clubman
351,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364,67.05,5.0,3.25,Toyota,Etios
352,Kolkata,2018,26200,Petrol,Manual,First,24.7,796,47.3,5.0,2.9,Maruti,Alto
353,Bangalore,2011,11000,Petrol,Manual,Third,18.9,796,47.0,5.0,2.9,Maruti,Alto
354,Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993,235.0,5.0,17.75,BMW,X5
355,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496,179.5,5.0,8.25,Nissan,Teana
356,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197,82.0,5.0,5.77,Hyundai,Grand
357,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248,88.5,5.0,9.49,Maruti,Vitara
358,Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967,241.4,7.0,12.95,Audi,Q7
359,Chennai,2015,38000,Diesel,Automatic,First,17.9,2143,136.0,5.0,20.0,Mercedes-Benz,GLA
360,Chennai,2007,72000,Petrol,Manual,Third,16.1,796,37.0,4.0,1.0,Maruti,800
361,Chennai,2015,93000,Diesel,Manual,Second,20.45,1461,83.8,5.0,7.1,Renault,Duster
362,Mumbai,2017,5900,Diesel,Manual,First,21.43,1364,87.2,5.0,16.5,Toyota,Corolla
363,Chennai,2014,25000,Diesel,Manual,First,15.8,2148,170.0,5.0,26.0,Mercedes-Benz,New
364,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248,73.9,5.0,3.2,Maruti,Ritz
365,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497,117.3,7.0,9.48,Honda,BRV
366,Kochi,2015,74310,Diesel,Manual,First,24.4,1120,71.0,5.0,4.0,Hyundai,Xcent
367,Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143,203.0,5.0,26.5,Mercedes-Benz,E-Class
368,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595,120.7,5.0,11.77,Mercedes-Benz,B
369,Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143,204.0,5.0,37.0,Mercedes-Benz,E-Class
370,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497,117.3,5.0,8.75,Honda,City
371,Chennai,2011,93982,Petrol,Manual,First,17.0,1497,118.0,5.0,3.75,Honda,City
372,Pune,2010,95000,Petrol,Manual,First,16.2,1599,103.2,5.0,2.5,Hyundai,Verna
373,Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999,246.74,5.0,34.5,Jaguar,XE
374,Delhi,2015,52516,Petrol,Manual,First,18.0,1198,86.7,5.0,4.65,Honda,Amaze
375,Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598,122.0,4.0,32.0,Mini,Cooper
376,Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987,282.0,5.0,62.81,Mercedes-Benz,S
377,Chennai,2014,37000,Petrol,Manual,First,21.1,814,55.2,5.0,3.25,Hyundai,EON
378,Kolkata,2014,17400,Petrol,Manual,First,20.51,998,67.04,5.0,3.1,Maruti,Wagon
379,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248,73.9,5.0,3.91,Maruti,Ritz
380,Chennai,2011,89616,Diesel,Automatic,First,16.07,1995,181.0,5.0,11.0,BMW,3
381,Pune,2014,85000,Diesel,Manual,First,13.49,2179,138.03,5.0,3.5,Tata,Xenon
382,Chennai,2014,79271,Diesel,Automatic,First,20.38,1968,143.0,5.0,16.5,Audi,A3
383,Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179,187.7,5.0,30.0,Land,Rover
384,Pune,2010,85001,Diesel,Automatic,Second,12.0,2987,224.0,7.0,28.0,Mercedes-Benz,GL-Class
385,Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477,175.56,7.0,28.0,Mitsubishi,Pajero
386,Jaipur,2010,125000,Petrol,Manual,First,19.7,796,46.3,5.0,0.92,Maruti,Alto
387,Pune,2013,53000,Petrol,Manual,First,14.0,1061,64.0,5.0,2.75,Maruti,Wagon
388,Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179,187.7,5.0,53.83,Land,Rover
389,Pune,2011,49768,Petrol,Manual,Second,17.01,1591,121.3,5.0,4.95,Hyundai,Verna
390,Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993,218.0,5.0,33.5,BMW,5
391,Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993,270.9,5.0,27.95,Jaguar,XF
392,Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798,157.75,5.0,7.25,Skoda,Superb
393,Kochi,2017,37542,Diesel,Automatic,First,15.73,1968,174.33,5.0,25.71,Audi,Q3
394,Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179,187.7,5.0,29.67,Land,Rover
395,Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143,170.0,5.0,19.0,Mercedes-Benz,New
396,Kochi,2017,28464,Diesel,Manual,First,15.4,2179,120.0,7.0,13.05,Mahindra,Scorpio
397,Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995,190.0,5.0,25.5,BMW,3
398,Pune,2017,9000,Petrol,Manual,First,15.4,1497,117.3,7.0,8.5,Honda,BR-V
399,Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400,215.0,5.0,7.25,Volvo,S80
400,Pune,2005,5834,Petrol,Manual,First,13.2,1495,94.0,5.0,0.8,Hyundai,Accent
401,Jaipur,2017,40250,Petrol,Manual,First,17.19,1197,81.86,5.0,6.9,Hyundai,i20
402,Coimbatore,2018,22397,Petrol,Automatic,First,11.5,2996,367.0,5.0,70.99,Mercedes-Benz,GLC
403,Kolkata,2015,20800,Petrol,Manual,Second,21.1,814,55.2,5.0,2.25,Hyundai,EON
404,Kochi,2018,40322,Petrol,Manual,First,18.9,1197,81.86,5.0,5.5,Hyundai,Grand
405,Mumbai,2013,52576,Petrol,Manual,First,13.0,1493,100.0,5.0,4.35,Honda,City
406,Kolkata,2010,55000,Petrol,Manual,First,16.47,1198,73.9,5.0,2.25,Volkswagen,Polo
407,Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798,187.74,5.0,24.5,Audi,A6
408,Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591,121.3,5.0,12.03,Hyundai,Creta
409,Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796,186.0,5.0,8.5,Mercedes-Benz,New
410,Mumbai,2014,11900,Petrol,Automatic,First,16.82,1998,189.08,4.0,28.5,Mini,Cooper
411,Bangalore,2013,37000,Diesel,Manual,First,23.59,1364,67.04,5.0,5.75,Toyota,Etios
412,Delhi,2014,30000,Petrol,Manual,Second,19.4,1198,86.8,5.0,3.2,Honda,Brio
413,Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197,83.1,5.0,9.89,Maruti,Baleno
414,Coimbatore,2012,143017,Diesel,Automatic,First,20.0,1968,138.1,5.0,6.58,Skoda,Laura
415,Kochi,2018,13102,Petrol,Manual,First,21.1,814,55.2,5.0,4.06,Hyundai,EON
416,Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461,108.45,5.0,13.37,Renault,Captur
417,Coimbatore,2011,57832,Diesel,Automatic,First,16.2,2993,258.0,5.0,25.82,BMW,5
418,Kochi,2016,34267,Petrol,Manual,First,22.74,796,47.3,5.0,3.74,Maruti,Alto
419,Bangalore,2015,33000,Diesel,Automatic,Second,16.8,1984,150.0,5.0,22.0,Volvo,V40
420,Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998,67.1,5.0,1.45,Maruti,Wagon
421,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497,78.0,5.0,2.0,Honda,City
422,Kochi,2017,31841,CNG,Manual,First,20.385,1196,73.0,5.0,4.7,Maruti,Eeco
423,Kolkata,2014,15000,Petrol,Manual,First,13.7,1399,98.79,8.0,3.75,Chevrolet,Enjoy
424,Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523,62.1,7.0,7.7,Mahindra,Bolero
425,Hyderabad,2014,20600,Petrol,Manual,First,21.1,814,55.2,5.0,2.6,Hyundai,EON
426,Coimbatore,2017,29952,Petrol,Automatic,First,13.0,1591,121.3,5.0,13.77,Hyundai,Creta
427,Mumbai,2017,15000,Petrol,Manual,Second,16.09,1598,103.5,5.0,7.1,Volkswagen,Vento
428,Pune,2008,61938,Petrol,Automatic,Second,12.9,1799,130.0,5.0,2.65,Honda,Civic
429,Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248,74.0,5.0,2.5,Tata,Indica
430,Kochi,2013,61672,Diesel,Manual,First,16.0,2179,140.0,7.0,7.53,Mahindra,XUV500
431,Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197,81.83,5.0,7.98,Hyundai,i20
432,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5.0,39.0,Audi,Q5
433,Chennai,2011,67000,Petrol,Manual,Second,18.5,1197,85.8,5.0,2.25,Maruti,Ritz
434,Chennai,2010,66000,Petrol,Manual,Second,13.17,1999,114.0,5.0,3.85,Mitsubishi,Cedia
435,Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494,102.0,7.0,13.5,Toyota,Innova
436,Hyderabad,2016,80219,Diesel,Manual,First,27.62,793,47.0,5.0,3.5,Maruti,Celerio
437,Delhi,2018,12923,Diesel,Manual,First,25.1,1248,88.5,5.0,8.92,Maruti,S-Cross
438,Coimbatore,2016,86642,Diesel,Automatic,First,15.17,1968,181.0,5.0,20.37,Audi,Q3
439,Bangalore,2016,19235,Diesel,Automatic,First,21.76,1995,190.0,5.0,36.5,BMW,3
440,Coimbatore,2016,51002,Diesel,Automatic,First,11.33,4134,335.2,7.0,48.91,Audi,Q7
441,Pune,2016,6800,Petrol,Manual,First,18.6,1197,81.83,5.0,7.2,Hyundai,i20
442,Hyderabad,2012,82749,Diesel,Manual,First,19.01,1461,108.45,5.0,5.99,Renault,Duster
443,Pune,2016,51000,Diesel,Manual,First,24.4,1120,71.0,5.0,5.25,Hyundai,Xcent
444,Delhi,2014,31465,Diesel,Manual,First,22.7,1498,89.84,5.0,6.5,Ford,Ecosport
445,Hyderabad,2013,76476,Petrol,Manual,First,16.47,1198,73.9,5.0,4.4,Volkswagen,Polo
446,Kolkata,2017,14000,Diesel,Manual,First,24.0,1120,70.0,5.0,4.6,Hyundai,Grand
447,Ahmedabad,2013,47000,Diesel,Manual,First,21.12,1248,88.8,5.0,2.95,Tata,Manza
448,Kolkata,2011,48466,Petrol,Manual,First,17.0,1497,118.0,5.0,3.26,Honda,City
449,Bangalore,2008,46000,Petrol,Manual,Second,17.92,1086,62.1,5.0,2.22,Hyundai,Santro
450,Hyderabad,2012,162663,Diesel,Manual,First,12.99,2494,100.0,7.0,10.5,Toyota,Innova
451,Coimbatore,2017,25142,Diesel,Manual,First,28.09,1248,88.5,5.0,8.26,Maruti,Ciaz
452,Delhi,2013,69000,Diesel,Manual,First,12.55,2982,169.0,7.0,14.45,Toyota,Fortuner
453,Kochi,2018,26405,Petrol,Automatic,First,12.6,1950,191.34,5.0,51.43,Mercedes-Benz,E-Class
454,Chennai,2014,45000,Diesel,Manual,First,15.8,2148,170.0,5.0,23.0,Mercedes-Benz,New
455,Kolkata,2012,64284,Diesel,Manual,First,17.72,1968,108.49,5.0,5.5,Skoda,Yeti
456,Delhi,2015,27000,Petrol,Manual,First,18.9,1197,82.0,5.0,4.5,Hyundai,Grand
457,Hyderabad,2018,3678,Petrol,Manual,First,18.16,1196,86.8,5.0,6.8,Ford,Figo
458,Mumbai,2013,21000,Petrol,Manual,First,16.8,1395,138.02,5.0,8.75,Skoda,Octavia
459,Mumbai,2015,67000,Diesel,Manual,Second,19.87,1461,83.8,5.0,7.0,Renault,Duster
460,Delhi,2015,24000,Diesel,Automatic,Second,15.68,1999,177.0,5.0,33.5,Land,Rover
461,Chennai,2011,75000,Diesel,Manual,Second,20.0,1399,68.0,5.0,2.25,Ford,Figo
462,Hyderabad,2008,179000,Diesel,Automatic,Second,12.8,2953,156.0,7.0,4.24,Ford,Endeavour
463,Coimbatore,2017,47198,Diesel,Manual,First,12.55,2982,168.5,7.0,28.42,Toyota,Fortuner
464,Kolkata,2012,52000,Diesel,Manual,First,22.07,1199,73.9,5.0,2.75,Volkswagen,Polo
465,Jaipur,2011,91000,Diesel,Manual,First,23.2,1248,73.94,5.0,3.0,Maruti,Ritz
466,Pune,2013,60000,Diesel,Manual,First,23.08,1461,63.1,5.0,3.55,Nissan,Micra
467,Kolkata,2013,37873,Diesel,Manual,First,22.32,1582,126.32,5.0,4.8,Hyundai,Verna
468,Kolkata,2011,31000,Petrol,Automatic,First,10.8,2497,150.0,5.0,13.5,BMW,5
469,Pune,2017,129000,Diesel,Automatic,First,11.0,2987,258.0,7.0,56.0,Mercedes-Benz,GLS
470,Hyderabad,2004,78000,Petrol,Automatic,First,12.0,2354,187.4,5.0,3.99,Honda,CR-V
471,Bangalore,2016,32000,Diesel,Automatic,First,17.01,1582,126.2,5.0,15.5,Hyundai,Creta
472,Jaipur,2010,59000,Petrol,Manual,Second,19.81,1086,68.05,5.0,2.32,Hyundai,i10
473,Kochi,2016,35437,Diesel,Automatic,First,20.0,2143,136.0,5.0,18.58,Mercedes-Benz,A
474,Jaipur,2014,98000,Petrol,Manual,First,16.02,1373,93.7,7.0,5.5,Maruti,Ertiga
475,Chennai,2006,72000,Diesel,Manual,Second,18.7,1896,66.0,5.0,3.2,Skoda,Octavia
476,Pune,2015,79000,Petrol,Manual,First,18.0,1198,86.7,5.0,4.0,Honda,Amaze
477,Chennai,2004,29000,Petrol,Manual,First,17.3,993,60.0,5.0,1.6,Maruti,Zen
478,Kochi,2013,66012,Petrol,Manual,First,15.5,1586,103.3,5.0,4.15,Maruti,SX4
479,Mumbai,2014,35000,Petrol,Automatic,First,16.5,1198,86.8,5.0,4.25,Honda,Brio
480,Ahmedabad,2011,75000,Petrol,Manual,First,18.9,998,67.1,5.0,2.6,Maruti,Wagon
481,Mumbai,2008,80000,Petrol,Automatic,Second,12.1,2362,164.7,5.0,3.43,Toyota,Camry
482,Kochi,2012,32717,Petrol,Manual,First,18.6,1199,79.4,5.0,2.55,Chevrolet,Beat
483,Delhi,2017,25000,Diesel,Automatic,First,12.55,2982,168.5,7.0,32.0,Toyota,Fortuner
484,Mumbai,2014,79000,Diesel,Manual,First,22.7,1498,89.84,5.0,6.25,Ford,Ecosport
485,Hyderabad,2010,86000,Diesel,Manual,Second,17.8,1248,75.0,5.0,3.6,Maruti,Swift
486,Pune,2010,137000,Diesel,Automatic,First,13.5,2987,282.0,5.0,18.5,Mercedes-Benz,S
487,Mumbai,2015,25000,Petrol,Manual,Second,17.3,1497,117.3,7.0,4.25,Honda,Mobilio
488,Mumbai,2017,8500,Petrol,Manual,Second,18.9,1197,82.0,5.0,4.8,Hyundai,Grand
489,Bangalore,2015,34000,Diesel,Automatic,First,16.0,2179,140.0,7.0,13.0,Mahindra,XUV500
490,Pune,2012,41629,Petrol,Manual,Second,14.83,1598,105.0,5.0,2.25,Skoda,Fabia
491,Hyderabad,2009,80227,Petrol,Manual,First,17.92,1086,62.1,5.0,2.3,Hyundai,Santro
492,Kochi,2019,8587,Petrol,Manual,First,15.29,1591,121.3,5.0,13.56,Hyundai,Creta
493,Delhi,2017,30000,Diesel,Manual,First,15.4,1997,120.0,7.0,12.25,Mahindra,Scorpio
494,Pune,2013,64186,Diesel,Manual,First,20.5,1598,103.5,5.0,3.76,Skoda,Rapid
495,Coimbatore,2015,76427,Diesel,Manual,First,19.01,1461,108.45,5.0,8.58,Renault,Duster
496,Hyderabad,2011,75000,Diesel,Automatic,First,11.7,2993,245.0,5.0,27.5,BMW,X5
497,Coimbatore,2013,27075,Petrol,Manual,First,17.6,1496,88.73,5.0,4.95,Toyota,Etios
498,Ahmedabad,2012,30000,Petrol,Manual,First,22.5,998,67.04,5.0,3.3,Maruti,Wagon
499,Chennai,2016,69434,Petrol,Manual,First,15.8,1591,121.3,5.0,8.0,Hyundai,Creta
500,Jaipur,2014,56000,Petrol,Manual,First,23.1,998,67.04,5.0,2.79,Maruti,Celerio
501,Coimbatore,2017,49275,Diesel,Automatic,First,12.7,2179,187.7,5.0,45.64,Land,Rover
502,Pune,2014,8700,Petrol,Manual,First,18.6,1199,76.8,5.0,2.55,Chevrolet,Beat
503,Ahmedabad,2014,18000,Petrol,Manual,Second,25.4,624,37.5,4.0,1.0,Tata,Nano
504,Coimbatore,2017,41041,Diesel,Automatic,First,17.68,1968,174.33,5.0,37.56,Audi,A6
505,Kochi,2009,80464,Diesel,Automatic,Second,11.0,2987,198.5,5.0,9.29,Mercedes-Benz,E-Class
506,Kochi,2019,20667,Petrol,Manual,First,22.0,1197,81.8,5.0,6.37,Maruti,Swift
507,Coimbatore,2013,60283,Petrol,Manual,First,14.6,1368,112.0,5.0,2.98,Fiat,Linea
508,Kochi,2017,31696,Petrol,Manual,First,20.4,1197,81.8,5.0,5.75,Maruti,Swift
509,Hyderabad,2010,100000,Diesel,Manual,First,11.5,2982,171.0,7.0,13.0,Toyota,Fortuner
510,Mumbai,2014,13361,Petrol,Manual,First,16.02,1373,93.7,7.0,6.8,Maruti,Ertiga
511,Coimbatore,2010,48394,Petrol,Automatic,First,12.05,1995,154.0,5.0,10.49,BMW,3
512,Jaipur,2014,47399,Petrol,Manual,First,16.02,1373,93.7,7.0,5.6,Maruti,Ertiga
513,Mumbai,2010,69000,Petrol,Automatic,Second,16.8,1497,118.0,5.0,2.85,Honda,City
514,Coimbatore,2013,65278,Diesel,Manual,First,14.66,2199,194.3,7.0,8.36,Hyundai,Santa
515,Jaipur,2005,108000,Diesel,Manual,First,17.0,1405,70.0,5.0,1.0,Tata,Indigo
516,Kolkata,2010,50645,Petrol,Automatic,Second,10.93,2497,204.0,5.0,10.75,Mercedes-Benz,E-Class
